"","class","cap_shape","cap_color","bruises","gill_spacing","gill_color","stalk_shape","veil_color","population","habitat"
"395","0","flat","brown","bruises","close","white","enlarging","white","scattered","grasses"
"396","0","convex","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"397","0","convex","white","bruises","close","black","enlarging","white","numerous","meadows"
"398","0","convex","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"399","0","convex","grey","no bruises","close","brown","enlarging","white","several","urban"
"400","1","convex","brown","bruises","close","pink","enlarging","white","scattered","urban"
"401","0","bell","white","bruises","close","white","enlarging","white","numerous","grasses"
"402","0","bell","white","bruises","close","brown","enlarging","white","numerous","meadows"
"403","1","convex","brown","bruises","close","pink","enlarging","white","several","urban"
"404","0","bell","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"405","0","convex","white","bruises","close","black","enlarging","white","scattered","meadows"
"406","0","convex","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"407","0","bell","yellow","bruises","close","brown","enlarging","white","numerous","grasses"
"408","0","convex","white","bruises","close","grey","enlarging","white","scattered","meadows"
"409","0","convex","white","bruises","close","grey","enlarging","white","scattered","grasses"
"410","0","convex","brown","bruises","close","white","enlarging","white","solitary","paths"
"411","0","convex","white","bruises","close","white","enlarging","white","scattered","meadows"
"412","0","convex","brown","no bruises","crowded","brown","tapering","white","scattered","grasses"
"413","0","convex","brown","bruises","close","brown","enlarging","white","scattered","paths"
"414","0","convex","yellow","bruises","close","brown","enlarging","white","solitary","grasses"
"415","1","convex","brown","bruises","close","black","enlarging","white","several","grasses"
"416","0","bell","yellow","bruises","close","white","enlarging","white","numerous","grasses"
"417","0","convex","white","bruises","crowded","pink","tapering","white","several","wood"
"418","1","convex","brown","bruises","close","white","enlarging","white","scattered","urban"
"419","0","convex","yellow","bruises","close","black","enlarging","white","numerous","grasses"
"420","0","flat","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"421","0","convex","white","bruises","close","brown","enlarging","white","scattered","grasses"
"422","0","bell","white","bruises","close","white","enlarging","white","scattered","meadows"
"423","1","convex","brown","bruises","close","pink","enlarging","white","scattered","urban"
"424","0","flat","brown","bruises","close","white","enlarging","white","scattered","grasses"
"425","0","convex","white","bruises","close","brown","enlarging","white","numerous","meadows"
"426","0","convex","white","bruises","crowded","brown","tapering","white","several","wood"
"427","0","flat","brown","bruises","close","brown","enlarging","white","solitary","paths"
"428","0","bell","white","bruises","close","black","enlarging","white","numerous","meadows"
"429","0","convex","white","no bruises","crowded","pink","tapering","white","abundant","grasses"
"430","0","flat","grey","no bruises","close","brown","enlarging","white","several","urban"
"431","0","convex","white","bruises","close","grey","enlarging","white","scattered","grasses"
"432","0","convex","yellow","bruises","close","brown","enlarging","white","solitary","grasses"
"433","0","bell","yellow","bruises","close","grey","enlarging","white","scattered","grasses"
"434","0","bell","yellow","bruises","close","white","enlarging","white","scattered","grasses"
"435","0","flat","white","bruises","crowded","brown","tapering","white","several","wood"
"436","0","bell","white","bruises","close","white","enlarging","white","numerous","meadows"
"437","0","convex","yellow","bruises","crowded","brown","tapering","white","several","wood"
"438","0","convex","white","bruises","close","grey","enlarging","white","numerous","meadows"
"439","0","bell","yellow","bruises","close","black","enlarging","white","numerous","meadows"
"440","0","convex","brown","bruises","close","pink","enlarging","white","solitary","paths"
"441","0","convex","white","bruises","close","brown","enlarging","white","scattered","meadows"
"442","0","convex","white","bruises","close","grey","enlarging","white","scattered","meadows"
"443","0","convex","yellow","bruises","close","pink","enlarging","white","solitary","paths"
"444","0","convex","white","bruises","close","brown","enlarging","white","numerous","meadows"
"445","0","convex","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"446","0","convex","brown","bruises","close","pink","enlarging","white","scattered","grasses"
"447","0","convex","white","bruises","close","brown","enlarging","white","numerous","grasses"
"448","0","flat","brown","bruises","close","brown","enlarging","white","scattered","grasses"
"449","0","bell","white","bruises","close","white","enlarging","white","scattered","meadows"
"450","0","convex","brown","bruises","close","brown","tapering","white","solitary","wood"
"451","0","convex","white","bruises","close","black","enlarging","white","scattered","meadows"
"452","0","bell","white","bruises","close","grey","enlarging","white","numerous","grasses"
"453","0","bell","yellow","bruises","close","grey","enlarging","white","numerous","meadows"
"454","0","convex","yellow","bruises","crowded","pink","tapering","white","several","wood"
"455","0","bell","white","bruises","close","grey","enlarging","white","numerous","meadows"
"456","0","convex","grey","no bruises","crowded","chocolate","tapering","white","abundant","grasses"
"457","0","bell","white","bruises","close","black","enlarging","white","numerous","grasses"
"458","0","bell","yellow","bruises","close","white","enlarging","white","scattered","meadows"
"459","0","flat","yellow","bruises","close","brown","enlarging","white","solitary","paths"
"460","0","flat","brown","bruises","close","white","enlarging","white","solitary","paths"
"461","0","convex","white","bruises","close","black","enlarging","white","scattered","meadows"
"462","0","flat","yellow","bruises","close","brown","enlarging","white","scattered","grasses"
"463","0","bell","white","bruises","close","grey","enlarging","white","scattered","grasses"
"464","0","convex","yellow","bruises","close","white","enlarging","white","numerous","meadows"
"465","0","convex","brown","no bruises","close","black","enlarging","white","several","urban"
"466","0","flat","brown","bruises","close","pink","enlarging","white","solitary","grasses"
"467","0","convex","white","bruises","close","grey","enlarging","white","numerous","meadows"
"468","0","convex","yellow","bruises","close","grey","enlarging","white","numerous","grasses"
"469","0","bell","yellow","bruises","close","grey","enlarging","white","numerous","grasses"
"470","0","flat","yellow","bruises","close","white","enlarging","white","scattered","paths"
"471","0","convex","yellow","bruises","close","grey","enlarging","white","numerous","grasses"
"472","0","convex","white","bruises","close","white","enlarging","white","numerous","meadows"
"473","0","flat","white","bruises","crowded","brown","tapering","white","several","wood"
"474","0","sunken","grey","no bruises","close","black","enlarging","white","solitary","urban"
"475","0","flat","yellow","bruises","crowded","brown","tapering","white","several","wood"
"476","0","flat","grey","no bruises","close","black","enlarging","white","solitary","urban"
"477","0","convex","brown","no bruises","close","pink","enlarging","white","solitary","urban"
"478","0","bell","white","bruises","close","white","enlarging","white","numerous","grasses"
"479","0","convex","white","bruises","crowded","pink","tapering","white","several","wood"
"480","0","bell","yellow","bruises","close","brown","enlarging","white","scattered","meadows"
"481","0","bell","yellow","bruises","close","black","enlarging","white","scattered","meadows"
"482","0","bell","yellow","bruises","close","grey","enlarging","white","scattered","grasses"
